Id	Word	Percentage Known	Prevalence	N	Length	Coltheart's N	OLD20	Relative Frequency	Zipf	Relative Contextual Diversity	Logarithm Contextual Diversity
31985	que	0.98	1.97	410	3	9	1.20	33147.32	7.52	994426.02	6.00
10805	de	0.99	2.25	413	2	30	1.00	32360.25	7.51	994687.49	6.00
22816	la	0.98	1.96	444	2	31	1.00	27665.58	7.44	993463.35	6.00
27042	no	1.00	2.44	429	2	26	1.00	22471.00	7.35	985215.29	5.99
13291	el	0.96	1.74	438	2	28	1.00	21316.32	7.33	992952.31	6.00
39069	un	0.98	2.03	427	2	22	1.00	12718.59	7.10	990195.03	6.00
13791	en	0.97	1.88	435	2	25	1.00	11240.71	7.05	981447.81	5.99
29280	per	0.98	2.03	427	3	22	1.00	10851.64	7.04	982374.82	5.99
13392	els	0.99	2.18	404	3	16	1.00	8804.61	6.95	972902.63	5.99
20607	hi	0.86	1.07	413	2	24	1.00	7382.60	6.87	964571.37	5.98
23066	les	0.97	1.81	423	3	28	1.00	7322.64	6.87	969384.72	5.99
1754	amb	1.00	2.44	412	3	11	1.15	7315.56	6.86	974661.58	5.99
20821	ho	0.95	1.60	395	2	23	1.00	6618.94	6.82	937985.05	5.97
11048	del	0.93	1.46	402	3	24	1.00	6235.20	6.80	962337.03	5.98
31986	què	0.99	2.12	416	3	4	1.80	5872.87	6.77	906121.87	5.96
29482	però	1.00	2.58	421	4	9	1.45	5786.45	6.76	956252.01	5.98
39243	va	0.99	2.25	414	2	24	1.00	5684.02	6.76	919765.63	5.96
1190	al	0.90	1.24	424	2	28	1.00	5337.14	6.73	966270.90	5.99
14930	es	0.96	1.65	403	2	30	1.00	5324.69	6.73	954992.22	5.98
25325	més	1.00	2.58	414	3	7	1.40	5319.94	6.73	964155.41	5.98
8770	com	1.00	2.43	396	3	28	1.00	5298.89	6.72	963050.12	5.98
35537	sí	0.97	1.87	422	2	21	1.00	4940.32	6.69	866735.60	5.94
25994	molt	1.00	2.58	438	4	20	1.00	4926.83	6.69	951937.82	5.98
22533	ja	0.99	2.16	388	2	21	1.00	4640.88	6.67	941086.99	5.97
35536	si	0.99	2.18	413	2	37	1.00	4619.18	6.67	939161.65	5.97
1158	això	1.00	2.58	424	4	6	1.60	4205.39	6.62	933872.90	5.97
13401	em	0.92	1.40	422	2	28	1.00	4162.67	6.62	831722.94	5.92
17501	fer	1.00	2.44	414	3	19	1.00	3447.07	6.54	936844.11	5.97
22609	jo	1.00	2.58	415	2	19	1.00	3423.42	6.53	842538.12	5.93
4647	bé	1.00	2.44	434	2	9	1.50	3311.18	6.52	892846.53	5.95
2730	aquí	0.99	2.14	443	4	1	1.50	3208.85	6.51	923200.34	5.97
20416	he	0.92	1.35	405	2	23	1.00	3200.95	6.51	828716.08	5.92
2746	ara	1.00	2.58	420	3	31	1.00	3188.63	6.50	932102.07	5.97
38111	tot	1.00	2.44	423	3	31	1.00	2892.93	6.46	927264.95	5.97
2729	aquest	1.00	2.58	421	6	0	1.80	2836.09	6.45	926801.44	5.97
29511	perquè	1.00	2.34	434	6	0	2.00	2765.46	6.44	893357.58	5.95
16511	et	0.67	0.43	411	2	26	1.00	2754.52	6.44	772429.61	5.89
38846	tu	0.98	1.90	422	2	28	1.00	2745.72	6.44	751654.96	5.88
35013	se	0.82	0.89	417	2	36	1.00	2711.33	6.43	909104.96	5.96
14434	ens	0.98	1.91	426	3	13	1.00	2684.05	6.43	892299.83	5.95
23105	li	0.78	0.77	416	2	30	1.00	2661.73	6.43	867317.95	5.94
35369	ser	0.99	2.25	414	3	23	1.00	2189.02	6.34	886226.69	5.95
31942	quan	1.00	2.43	400	4	9	1.45	2175.40	6.34	880700.25	5.95
25034	me	0.70	0.51	420	2	29	1.00	2165.20	6.34	780202.28	5.89
17009	fa	0.98	2.06	398	2	28	1.00	2116.43	6.33	892656.37	5.95
6840	cap	1.00	2.58	468	3	27	1.00	2019.89	6.31	870419.89	5.94
12470	dir	0.99	2.07	412	3	20	1.00	1981.83	6.30	821466.35	5.92
36879	també	1.00	2.44	429	5	0	2.00	1910.34	6.28	881876.85	5.95
33588	res	0.99	2.13	430	3	31	1.00	1702.15	6.23	790221.18	5.90
20454	hem	0.94	1.52	435	3	14	1.00	1685.60	6.23	830094.72	5.92
14850	era	0.99	2.13	429	3	26	1.00	1671.86	6.22	780939.14	5.89
17607	fet	1.00	2.58	415	3	23	1.00	1649.68	6.22	859901.83	5.93
27688	on	0.97	1.87	419	2	24	1.00	1641.35	6.22	863348.43	5.94
39786	veure	1.00	2.44	438	5	10	1.35	1594.81	6.20	835633.05	5.92
37145	te	0.93	1.46	413	2	31	1.00	1496.65	6.18	703569.01	5.85
12875	doncs	0.98	1.97	407	5	7	1.55	1406.21	6.15	749099.73	5.88
10040	cosa	0.99	2.18	407	4	32	1.00	1397.27	6.15	802735.88	5.91
27101	només	0.99	2.08	425	5	6	1.50	1395.27	6.15	842621.31	5.93
30844	pot	1.00	2.33	412	3	31	1.00	1366.34	6.14	833576.97	5.92
25478	mi	0.81	0.86	428	2	30	1.00	1332.87	6.13	738914.44	5.87
1075	ah	0.81	0.88	405	2	23	1.00	1332.22	6.13	614551.76	5.79
13218	eh	0.87	1.11	403	2	23	1.00	1283.50	6.11	638428.35	5.81
12169	dia	0.99	2.33	394	3	27	1.00	1255.52	6.10	782353.43	5.89
35506	seu	1.00	2.58	429	3	26	1.00	1223.26	6.09	753485.22	5.88
2008	anar	1.00	2.44	429	4	14	1.00	1214.82	6.09	795569.34	5.90
17831	fins	1.00	2.58	385	4	26	1.00	1213.84	6.08	812422.01	5.91
36903	tan	0.89	1.19	424	3	33	1.00	1192.16	6.08	817342.32	5.91
1157	així	1.00	2.58	407	4	9	1.40	1190.50	6.08	816201.38	5.91
36936	tant	1.00	2.58	410	4	18	1.00	1176.26	6.07	806063.63	5.91
39198	us	0.95	1.62	399	2	27	1.00	1165.05	6.07	702558.80	5.85
26947	ni	0.95	1.57	427	2	27	1.00	1121.33	6.05	744821.19	5.87
13862	encara	1.00	2.44	405	6	12	1.05	1112.47	6.05	798813.90	5.90
12905	dos	0.99	2.10	459	3	29	1.00	1092.31	6.04	768662.13	5.89
25473	meu	1.00	2.34	425	3	25	1.00	1091.44	6.04	681273.10	5.83
3943	avui	1.00	2.35	440	4	1	1.90	1090.82	6.04	759154.28	5.88
32041	qui	0.98	1.88	400	3	10	1.10	1083.19	6.04	744642.92	5.87
11973	després	1.00	2.43	403	7	5	1.65	1066.72	6.03	764062.70	5.88
20841	home	1.00	2.34	434	4	6	1.55	1066.32	6.03	669839.91	5.83
23871	lo	0.73	0.60	439	2	29	1.00	1057.07	6.02	654983.90	5.82
35228	sempre	1.00	2.58	417	6	1	1.85	1040.20	6.02	794582.90	5.90
7382	casa	1.00	2.58	435	4	28	1.00	1036.61	6.02	698149.54	5.84
19372	gent	1.00	2.58	459	4	14	1.00	996.11	6.00	636990.29	5.80
19868	gran	0.99	2.25	416	4	17	1.00	985.77	5.99	731153.66	5.86
28756	passa	0.99	2.19	432	5	18	1.00	960.45	5.98	724212.93	5.86
25484	mica	1.00	2.33	413	4	17	1.00	944.79	5.98	742218.42	5.87
37314	temps	1.00	2.58	404	5	6	1.55	936.74	5.97	736751.41	5.87
29099	pel	0.99	2.07	418	3	25	1.00	892.16	5.95	751631.19	5.88
12687	dit	1.00	2.45	445	3	27	1.00	879.70	5.94	648102.59	5.81
40153	vol	1.00	2.34	428	3	17	1.00	875.48	5.94	715239.90	5.85
24157	mai	1.00	2.44	441	3	25	1.00	868.95	5.94	731011.04	5.86
30878	potser	0.99	2.13	426	6	1	1.95	865.16	5.94	703664.09	5.85
39847	vida	1.00	2.43	394	4	16	1.00	863.99	5.94	660296.41	5.82
25721	mira	1.00	2.34	427	4	27	1.00	839.77	5.92	638986.94	5.81
16231	estic	0.98	1.89	409	5	11	1.30	836.07	5.92	644537.15	5.81
13378	ell	1.00	2.44	428	3	10	1.00	814.51	5.91	622217.47	5.79
26001	moment	1.00	2.58	412	6	6	1.55	812.01	5.91	719827.43	5.86
20825	hola	0.99	2.20	446	4	20	1.00	808.52	5.91	571421.78	5.76
16137	estat	1.00	2.58	419	5	15	1.00	799.29	5.90	606493.86	5.78
11298	des	0.79	0.80	419	3	29	1.00	776.94	5.89	645476.05	5.81
37367	tens	1.00	2.33	402	4	24	1.00	773.46	5.89	621647.00	5.79
35276	sense	0.99	2.26	425	5	5	1.70	766.91	5.89	735016.22	5.87
23	abans	0.99	2.17	398	5	4	1.70	750.33	5.88	725401.41	5.86
23924	los	0.48	-0.06	439	3	21	1.00	742.31	5.87	514327.14	5.71
27567	oh	0.89	1.20	404	2	22	1.00	730.99	5.86	479492.76	5.68
35314	senyor	1.00	2.44	422	6	3	1.65	702.89	5.85	449685.65	5.65
24941	mateix	1.00	2.44	424	6	2	1.85	701.63	5.85	716499.69	5.86
24679	mare	1.00	2.58	422	4	27	1.00	698.31	5.84	505068.87	5.70
20413	haver	0.96	1.71	412	5	6	1.60	697.41	5.84	676103.21	5.83
1651	altre	1.00	2.58	414	5	4	1.70	693.67	5.84	705363.62	5.85
26007	món	1.00	2.58	424	3	6	1.70	693.30	5.84	631166.73	5.80
37358	tenir	0.98	1.94	425	5	6	1.55	692.20	5.84	666191.27	5.82
30664	por	0.99	2.19	430	3	23	1.00	685.83	5.84	529813.05	5.72
36099	som	1.00	2.33	407	3	21	1.00	685.09	5.84	650289.40	5.81
6202	cada	0.98	1.93	406	4	19	1.00	676.60	5.83	641756.10	5.81
31210	primer	1.00	2.58	406	6	7	1.40	675.89	5.83	684731.58	5.84
35859	sobre	0.98	1.94	423	5	11	1.05	672.20	5.83	629193.85	5.80
32082	quina	0.97	1.83	411	5	8	1.35	667.09	5.82	661865.20	5.82
1077	ai	0.85	1.01	423	2	32	1.00	661.89	5.82	464517.89	5.67
14585	entre	0.97	1.87	428	5	6	1.20	655.77	5.82	595595.49	5.78
25610	millor	1.00	2.58	400	6	2	1.60	655.34	5.82	675069.23	5.83
27569	oi	0.94	1.55	392	2	31	1.00	650.40	5.81	548365.24	5.74
4722	ben	0.78	0.77	429	3	26	1.00	649.57	5.81	704876.34	5.85
27138	nosaltres	1.00	2.44	423	9	1	2.85	641.26	5.81	649017.72	5.81
28778	passat	1.00	2.44	441	6	7	1.45	637.21	5.80	657360.86	5.82
24463	manera	0.97	1.76	436	6	16	1.05	636.96	5.80	655792.06	5.82
16130	estar	0.99	2.08	434	5	13	1.00	619.99	5.79	649671.39	5.81
28620	pare	1.00	2.58	438	4	20	1.00	617.35	5.79	414411.52	5.62
39405	vas	0.97	1.78	422	3	29	1.00	616.80	5.79	499982.17	5.70
413	acord	1.00	2.34	430	5	3	1.45	599.94	5.78	531833.47	5.73
5355	bon	0.94	1.48	401	3	31	1.00	588.66	5.77	641149.97	5.81
12865	dona	1.00	2.58	438	4	35	1.00	587.89	5.77	473241.35	5.68
39656	veritat	1.00	2.43	391	7	2	1.85	586.59	5.77	581892.30	5.77
13220	ei	0.80	0.84	414	2	32	1.00	583.64	5.77	435269.37	5.64
34873	sap	0.95	1.63	404	3	20	1.00	578.02	5.76	582355.81	5.77
28716	part	1.00	2.43	399	4	19	1.00	576.28	5.76	571386.13	5.76
2448	any	1.00	2.44	411	3	7	1.20	571.87	5.76	471696.32	5.67
17413	feina	1.00	2.44	440	5	3	1.60	565.47	5.75	541293.78	5.73
39937	vinga	0.93	1.46	428	5	6	1.65	559.80	5.75	475428.15	5.68
9737	cop	1.00	2.35	457	3	25	1.00	547.13	5.74	642813.85	5.81
37618	teu	1.00	2.44	440	3	28	1.00	545.20	5.74	511486.67	5.71
28776	passar	1.00	2.43	401	6	8	1.35	537.31	5.73	619115.53	5.79
27013	nit	1.00	2.58	410	3	29	1.00	535.61	5.73	505615.57	5.70
23749	lloc	1.00	2.44	423	4	20	1.00	533.72	5.73	618259.83	5.79
34495	saber	0.99	2.18	418	5	12	1.30	533.00	5.73	613398.94	5.79
28670	parlar	1.00	2.44	425	6	6	1.35	525.90	5.72	497949.87	5.70
32081	quin	0.98	1.89	405	4	7	1.40	513.29	5.71	620933.91	5.79
1492	allà	0.99	2.27	445	4	9	1.10	507.28	5.71	565871.57	5.75
17189	fan	0.95	1.60	394	3	31	1.00	502.65	5.70	604663.60	5.78
31578	prou	1.00	2.58	416	4	11	1.20	501.57	5.70	597948.68	5.78
1080	aigua	1.00	2.58	403	5	2	1.80	499.58	5.70	424584.92	5.63
35136	segur	1.00	2.58	416	5	7	1.45	496.49	5.70	580359.16	5.76
20899	hora	0.99	2.25	413	4	15	1.05	495.42	5.70	609655.22	5.79
30716	porta	1.00	2.44	413	5	21	1.00	487.78	5.69	567773.14	5.75
10191	crec	1.00	2.44	428	4	22	1.00	469.34	5.67	503000.92	5.70
26994	ningú	1.00	2.43	402	5	0	1.95	464.18	5.67	562460.63	5.75
31787	punt	1.00	2.34	415	4	11	1.00	462.00	5.67	591079.26	5.77
17305	fas	0.95	1.61	411	3	32	1.00	449.70	5.65	509596.99	5.71
1437	algú	0.99	2.10	465	4	1	1.95	447.13	5.65	525166.09	5.72
38015	tornar	1.00	2.58	417	6	9	1.30	436.56	5.64	557766.13	5.75
39441	vegada	0.99	2.14	444	6	13	1.30	436.29	5.64	586063.87	5.77
38122	tothom	0.99	2.32	387	6	0	2.80	435.76	5.64	556209.22	5.75
24189	mal	0.98	2.00	396	3	31	1.00	434.06	5.64	539998.34	5.73
27136	nos	0.86	1.08	418	3	29	1.00	432.83	5.64	521303.53	5.72
25995	molta	0.99	2.32	380	5	17	1.00	431.21	5.64	556910.42	5.75
17798	final	0.99	2.19	433	5	7	1.55	430.61	5.63	508776.93	5.71
40239	vostè	0.99	2.12	406	5	1	1.90	428.80	5.63	299568.58	5.48
30389	poder	1.00	2.34	424	5	11	1.25	424.45	5.63	535018.60	5.73
7381	cas	0.99	2.12	416	3	37	1.00	417.73	5.62	495311.44	5.70
24868	massa	0.99	2.24	387	5	14	1.05	416.04	5.62	565087.18	5.75
38736	trobar	0.99	2.26	435	6	7	1.35	413.76	5.62	555567.44	5.75
30774	posar	0.99	2.13	431	5	13	1.00	409.87	5.61	558241.52	5.75
35997	sol	1.00	2.44	416	3	24	1.00	409.59	5.61	548448.44	5.74
39424	ve	0.90	1.24	413	2	22	1.00	407.02	5.61	542018.75	5.73
6305	cal	0.99	2.25	420	3	30	1.00	406.56	5.61	544538.33	5.74
21324	important	1.00	2.58	413	9	2	1.80	400.67	5.60	518142.17	5.71
12136	deu	0.99	2.32	391	3	28	1.00	399.56	5.60	529492.16	5.72
11031	deixar	1.00	2.44	429	6	4	1.60	397.77	5.60	547426.34	5.74
12871	donar	0.99	2.33	398	5	13	1.10	395.61	5.60	543409.28	5.74
3093	arribar	1.00	2.33	406	7	4	1.55	387.90	5.59	520804.36	5.72
38499	tres	1.00	2.44	430	4	21	1.00	386.99	5.59	435269.37	5.64
18198	fora	0.99	2.26	436	4	30	1.00	385.49	5.59	506043.43	5.70
11024	deixa	0.99	2.19	426	5	11	1.10	383.43	5.58	508360.97	5.71
17446	fem	0.99	2.17	400	3	15	1.00	381.60	5.58	516086.09	5.71
18859	gaire	0.99	2.25	411	5	8	1.45	380.84	5.58	541424.51	5.73
30375	poc	1.00	2.44	419	3	33	1.00	380.48	5.58	497022.85	5.70
2726	aquell	0.99	2.25	414	6	2	1.80	379.42	5.58	490272.28	5.69
13061	durant	0.98	1.98	422	6	6	1.55	379.07	5.58	441794.13	5.65
9055	con	0.66	0.42	396	3	27	1.00	378.92	5.58	187423.49	5.27
9564	contra	0.99	2.17	399	6	3	1.60	376.17	5.58	398343.26	5.60
37491	terra	1.00	2.58	421	5	17	1.00	376.10	5.58	439405.28	5.64
39785	veu	1.00	2.44	409	3	27	1.00	370.90	5.57	512746.46	5.71
15312	escolta	1.00	2.34	428	7	6	1.30	367.45	5.57	397321.16	5.60
28199	país	0.99	2.25	417	4	7	1.40	362.80	5.56	341224.85	5.53
12427	dins	1.00	2.44	427	4	22	1.00	362.32	5.56	507493.37	5.71
23469	llavors	0.99	2.18	416	7	4	1.60	356.69	5.55	455948.94	5.66
36233	sortir	1.00	2.33	407	6	6	1.55	351.09	5.55	513518.97	5.71
28748	pas	0.99	2.33	396	3	35	1.00	344.07	5.54	500112.91	5.70
25218	menjar	1.00	2.58	402	6	5	1.40	343.82	5.54	411119.43	5.61
6065	buscar	0.96	1.70	429	6	4	1.60	343.80	5.54	513400.13	5.71
11115	demà	1.00	2.44	418	4	8	1.55	343.64	5.54	377972.69	5.58
8820	començar	1.00	2.44	412	8	3	1.65	342.81	5.54	500588.30	5.70
27169	nou	1.00	2.58	402	3	28	1.00	341.01	5.53	438228.69	5.64
39528	venir	0.99	2.19	423	5	4	1.75	339.52	5.53	483177.05	5.68
29534	persona	1.00	2.58	451	7	4	1.50	337.41	5.53	421340.37	5.63
35492	setmana	1.00	2.58	414	7	0	1.95	337.18	5.53	383926.98	5.58
31271	problema	1.00	2.43	389	8	0	2.85	336.26	5.53	448604.13	5.65
26233	mort	1.00	2.58	399	4	21	1.00	335.89	5.53	344814.06	5.54
17181	família	0.99	2.25	406	7	1	2.05	333.36	5.52	394587.66	5.60
12254	dic	0.99	2.13	429	3	24	1.00	332.48	5.52	453500.67	5.66
8223	clar	1.00	2.44	413	4	10	1.00	330.88	5.52	435198.06	5.64
7021	cara	1.00	2.44	429	4	37	1.00	329.40	5.52	478126.00	5.68
36222	sort	1.00	2.58	414	4	13	1.10	325.79	5.51	485138.04	5.69
15754	espera	0.99	2.26	427	6	12	1.05	325.68	5.51	473407.73	5.68
25263	menys	1.00	2.58	422	5	10	1.50	317.67	5.50	473146.27	5.68
8172	ciutat	1.00	2.44	413	6	0	1.90	316.69	5.50	318952.71	5.50
35460	servir	1.00	2.44	435	6	11	1.20	316.11	5.50	464185.12	5.67
10801	davant	0.99	2.26	423	6	2	1.80	314.88	5.50	455069.47	5.66
21042	idea	0.98	1.92	401	4	6	1.45	313.49	5.50	485399.51	5.69
27145	nostre	1.00	2.58	406	6	6	1.65	310.04	5.49	457410.78	5.66
31990	queda	0.95	1.57	443	5	10	1.20	307.76	5.49	499613.74	5.70
18221	força	1.00	2.58	422	5	9	1.35	307.51	5.49	444361.25	5.65
20800	història	1.00	2.58	405	8	3	1.80	306.86	5.49	394956.09	5.60
12137	déu	0.97	1.76	438	3	7	1.50	306.12	5.49	350126.57	5.54
20037	greu	1.00	2.58	437	4	13	1.20	305.81	5.49	405450.38	5.61
22956	las	0.43	-0.16	423	3	26	1.00	304.98	5.48	183014.23	5.26
17752	fill	1.00	2.58	438	4	17	1.00	299.89	5.48	307769.10	5.49
40238	vosaltres	1.00	2.58	418	9	1	2.85	298.95	5.48	407435.14	5.61
1441	algun	0.85	1.01	429	5	1	1.85	294.72	5.47	475047.84	5.68
24631	mar	1.00	2.58	430	3	29	1.00	293.58	5.47	282097.91	5.45
31992	quedar	0.99	2.09	378	6	4	1.55	292.38	5.47	465932.19	5.67
36900	tampoc	1.00	2.44	420	6	1	1.95	288.74	5.46	456198.52	5.66
35302	sentit	1.00	2.33	409	6	7	1.50	283.31	5.45	445668.58	5.65
27179	nova	1.00	2.44	419	4	19	1.00	282.47	5.45	394290.54	5.60
237	acabat	1.00	2.44	435	6	8	1.45	280.23	5.45	480122.65	5.68
21097	igual	1.00	2.44	409	5	0	1.70	278.81	5.45	454736.69	5.66
38737	trobat	1.00	2.34	428	6	5	1.55	277.33	5.44	426427.07	5.63
17084	faig	1.00	2.44	418	4	13	1.15	277.21	5.44	424382.88	5.63
34047	riu	1.00	2.58	411	3	18	1.00	273.88	5.44	274111.31	5.44
29238	pensar	1.00	2.58	417	6	7	1.35	271.75	5.43	425321.78	5.63
1177	ajudar	0.99	2.25	417	6	3	1.70	265.86	5.43	418202.78	5.62
5197	bo	0.99	2.08	437	2	22	1.00	263.25	5.42	408825.66	5.61
40111	viure	1.00	2.58	429	5	7	1.40	260.99	5.42	395395.82	5.60
14829	equip	1.00	2.44	413	5	0	1.75	260.19	5.42	268442.26	5.43
39301	val	0.88	1.18	408	3	24	1.00	258.56	5.41	426914.35	5.63
32364	raó	1.00	2.58	416	3	18	1.00	258.45	5.41	410941.16	5.61
18860	gairebé	1.00	2.44	434	7	0	2.85	258.12	5.41	412379.22	5.62
14028	endavant	1.00	2.34	419	8	0	2.20	257.77	5.41	407126.13	5.61
35115	segons	1.00	2.44	426	6	1	1.85	257.53	5.41	361987.62	5.56
3659	au	0.97	1.76	439	2	28	1.00	256.63	5.41	328745.80	5.52
19803	govern	0.99	2.09	440	6	1	1.65	256.48	5.41	144055.81	5.16
28740	partit	1.00	2.58	395	6	6	1.45	254.63	5.41	158899.94	5.20
1536	allò	1.00	2.34	435	4	3	1.70	250.59	5.40	376653.48	5.58
10089	costat	1.00	2.34	421	6	8	1.35	249.93	5.40	429469.58	5.63
31940	qualsevol	1.00	2.34	421	9	0	3.80	249.86	5.40	425749.64	5.63
35908	sobretot	0.98	1.98	417	8	1	2.35	248.60	5.40	401801.74	5.60
29670	petit	1.00	2.44	417	5	5	1.50	245.30	5.39	402681.21	5.61
6804	canvi	1.00	2.34	422	5	4	1.40	244.67	5.39	373753.58	5.57
40236	vos	0.97	1.77	448	3	23	1.00	244.25	5.39	364162.54	5.56
27089	nom	1.00	2.44	418	3	21	1.00	243.23	5.39	379814.84	5.58
25252	mentre	0.94	1.56	418	6	3	1.65	239.20	5.38	429481.47	5.63
30366	poble	1.00	2.58	417	5	10	1.10	239.05	5.38	248012.27	5.39
10135	cotxe	1.00	2.44	424	5	2	1.65	237.43	5.38	254988.65	5.41
17169	falta	0.98	1.90	417	5	17	1.00	236.28	5.37	410489.54	5.61
17583	fes	0.98	1.93	403	3	24	1.00	236.21	5.37	373991.28	5.57
1076	ahir	1.00	2.44	430	4	2	1.90	235.98	5.37	276084.19	5.44
1899	amor	1.00	2.44	423	4	10	1.00	233.92	5.37	295301.93	5.47
38009	torna	0.99	2.18	417	5	17	1.00	232.38	5.37	391913.57	5.59
35742	sinó	0.87	1.11	408	4	11	1.30	232.29	5.37	339858.10	5.53
18325	fort	1.00	2.58	412	4	19	1.00	232.24	5.37	390083.31	5.59
25552	mig	0.99	2.14	437	3	13	1.10	232.02	5.37	391592.68	5.59
17034	fàcil	0.99	2.26	426	5	0	1.95	227.54	5.36	421756.34	5.63
30744	portar	1.00	2.58	412	6	10	1.25	225.92	5.35	400042.79	5.60
24953	matí	1.00	2.58	405	4	18	1.00	224.79	5.35	335329.98	5.53
36694	surt	0.99	2.18	410	4	13	1.00	224.65	5.35	388871.06	5.59
36263	sota	0.99	2.16	387	4	31	1.00	223.09	5.35	353989.14	5.55
22695	jugar	1.00	2.58	449	5	4	1.60	222.90	5.35	320355.12	5.51
14582	entrar	1.00	2.44	412	6	3	1.55	221.75	5.35	376950.60	5.58
38402	treballar	1.00	2.44	405	9	3	1.65	221.43	5.35	348153.69	5.54
3902	aviat	1.00	2.33	411	5	5	1.35	220.58	5.34	413745.97	5.62
16762	exemple	1.00	2.34	417	7	0	2.35	219.24	5.34	330421.55	5.52
36794	tal	0.92	1.39	422	3	32	1.00	219.01	5.34	362118.35	5.56
37007	tarda	1.00	2.34	433	5	16	1.00	218.62	5.34	300804.60	5.48
9020	compte	1.00	2.44	406	6	5	1.30	217.18	5.34	387230.96	5.59
18252	forma	0.99	2.19	426	5	17	1.00	216.26	5.34	349437.25	5.54
26817	nen	1.00	2.58	425	3	24	1.00	215.89	5.33	259469.22	5.41
27084	noi	0.99	2.26	434	3	14	1.00	215.70	5.33	316837.21	5.50
11032	deixat	1.00	2.44	418	6	6	1.40	215.30	5.33	392317.66	5.59
10085	costa	1.00	2.58	387	5	21	1.00	215.02	5.33	333677.99	5.52
24212	malament	1.00	2.45	444	8	5	1.70	213.21	5.33	361060.60	5.56
39091	únic	1.00	2.44	409	4	2	1.65	213.10	5.33	400934.15	5.60
31368	programa	1.00	2.33	402	8	3	1.70	211.17	5.33	252338.34	5.40
37006	tard	1.00	2.34	422	4	15	1.00	209.77	5.32	363473.22	5.56
12313	difícil	1.00	2.58	414	7	0	2.85	209.31	5.32	366313.69	5.56
20227	guerra	0.99	2.20	445	6	2	1.85	208.15	5.32	212500.45	5.33
26532	música	1.00	2.58	434	6	2	1.85	207.09	5.32	233239.44	5.37
16875	explicar	1.00	2.44	422	8	3	1.65	206.95	5.32	348070.50	5.54
9789	cor	1.00	2.35	448	3	23	1.00	206.41	5.32	315827.01	5.50
26724	ne	0.17	-0.94	406	2	26	1.00	205.92	5.31	395621.64	5.60
19371	gens	1.00	2.44	430	4	25	1.00	204.08	5.31	392151.27	5.59
20149	grup	0.99	2.18	417	4	13	1.30	203.57	5.31	266100.95	5.43
29350	perfecte	1.00	2.58	423	8	1	2.40	201.19	5.30	341926.05	5.53
23996	mà	0.97	1.87	381	2	14	1.20	200.70	5.30	360133.59	5.56
236	acabar	0.99	2.33	395	6	11	1.25	198.84	5.30	372862.22	5.57
1832	amic	1.00	2.58	425	4	8	1.50	197.49	5.30	310954.23	5.49
31126	president	1.00	2.58	408	9	1	2.00	197.49	5.30	132515.66	5.12
4240	banda	0.99	2.07	419	5	11	1.10	197.12	5.30	323754.18	5.51
29233	pensa	0.97	1.86	415	5	18	1.00	196.24	5.29	334925.90	5.53
6593	camp	1.00	2.44	416	4	10	1.00	194.75	5.29	268216.45	5.43
38527	treure	1.00	2.34	419	6	2	1.85	191.21	5.28	367716.10	5.57
27123	nord	0.99	2.25	411	4	12	1.35	190.78	5.28	225538.09	5.35
10772	darrere	0.98	1.98	426	7	2	1.75	190.61	5.28	349425.37	5.54
40107	viu	1.00	2.58	415	3	25	1.00	189.95	5.28	337386.05	5.53
31134	pressa	0.99	2.33	397	6	6	1.60	189.54	5.28	327878.20	5.52
898	agafar	1.00	2.44	431	6	4	1.55	188.90	5.28	362795.78	5.56
40749	zona	1.00	2.58	433	4	12	1.20	188.71	5.28	251280.59	5.40
37272	tema	0.99	2.12	414	4	22	1.00	187.28	5.27	259160.22	5.41
20180	guanyar	1.00	2.58	411	7	3	1.60	186.73	5.27	292615.97	5.47
39036	últim	0.99	2.23	385	5	1	1.85	186.58	5.27	349282.75	5.54
17592	festa	1.00	2.44	408	5	11	1.25	185.62	5.27	234475.46	5.37
17372	favor	0.98	2.02	416	5	4	1.75	185.47	5.27	305178.21	5.49
15292	escola	0.99	2.18	414	6	15	1.00	185.39	5.27	243175.15	5.39
25293	merda	1.00	2.58	400	5	5	1.65	184.34	5.27	170356.90	5.23
35129	seguida	0.98	2.03	431	7	1	1.85	182.82	5.26	358778.72	5.56
30771	posa	0.96	1.66	434	4	26	1.00	182.68	5.26	345063.64	5.54
35301	sentir	1.00	2.43	389	6	8	1.40	181.96	5.26	335282.44	5.53
17630	fi	0.99	2.20	444	2	27	1.00	181.65	5.26	357780.39	5.55
29331	perdut	1.00	2.58	438	6	1	1.90	181.47	5.26	344421.86	5.54
11121	demanar	1.00	2.58	436	7	5	1.45	181.15	5.26	320058.00	5.51
31451	prop	0.96	1.70	422	4	9	1.25	180.29	5.26	329054.80	5.52
31698	públic	1.00	2.58	402	6	1	1.80	178.98	5.25	223493.90	5.35
29325	perdre	0.99	2.26	426	6	2	1.75	178.77	5.25	350340.50	5.54
1173	ajuda	0.99	2.18	411	5	9	1.30	178.14	5.25	340856.42	5.53
8988	comprar	1.00	2.58	440	7	2	1.60	177.43	5.25	292235.65	5.47
31579	prova	1.00	2.44	429	5	11	1.10	177.43	5.25	276131.73	5.44
25181	mena	0.98	1.91	435	4	31	1.00	176.45	5.25	327937.63	5.52
23635	llibre	1.00	2.44	429	6	2	1.75	175.96	5.25	177594.75	5.25
