Id	Word	Percentage Known	Prevalence	N	Length	Coltheart's N	OLD20	Relative Frequency	Zipf	Relative Contextual Diversity	Logarithm Contextual Diversity
26122	montpeller	0.77	0.72	412	10	1	3.00	1.15	3.06	2174.92	3.34
26123	montpellerí	0.66	0.42	442	11	0	3.65	0.00	0.56	11.89	1.11
26124	montserratí	0.98	1.95	433	11	1	3.45	0.07	1.86	178.27	2.25
26125	monument	1.00	2.58	419	8	0	2.40	13.04	4.12	26182.24	4.42
26126	monumental	1.00	2.33	403	10	0	2.90	5.17	3.71	14154.81	4.15
26127	monya	0.76	0.69	412	5	10	1.45	0.16	2.21	273.35	2.44
26128	monyeca	0.24	-0.71	387	7	1	2.35	0.05	1.70	83.19	1.93
26129	monyica	0.33	-0.43	436	7	2	2.05	0.00	0.56	11.89	1.11
26130	monyo	0.92	1.40	421	5	9	1.45	0.94	2.97	2115.50	3.33
26131	monyó	0.81	0.86	392	5	6	1.70	0.27	2.42	665.55	2.82
26132	moquejar	0.97	1.78	430	8	4	1.70	0.03	1.46	95.08	1.98
26133	moqueta	0.91	1.30	441	7	10	1.40	1.91	3.28	4278.53	3.63
26134	moquetes	0.92	1.37	431	8	6	1.60	0.18	2.26	344.66	2.54
26135	mor	0.82	0.90	405	3	20	1.00	23.47	4.37	59887.57	4.78
26136	mora	0.99	2.11	392	4	39	1.00	2.33	3.37	4468.69	3.65
26137	morabit	0.28	-0.57	415	7	0	2.55	0.10	2.02	154.50	2.19
26138	moràcies	0.39	-0.29	430	8	0	2.10	0.01	0.86	23.77	1.39
26139	moradenc	0.65	0.39	420	8	0	2.65	0.01	1.03	35.65	1.56
26140	moraduix	0.27	-0.61	422	8	0	2.90	0.02	1.25	47.54	1.69
26141	moraga	0.59	0.21	427	6	5	1.70	0.03	1.40	47.54	1.69
26142	moral	1.00	2.44	416	5	11	1.15	19.62	4.29	48097.84	4.68
26143	moralisme	0.97	1.76	429	9	2	2.35	0.04	1.63	95.08	1.98
26144	moralista	0.99	2.25	404	9	1	2.35	0.42	2.62	1247.91	3.10
26145	moralitat	1.00	2.44	407	9	1	1.75	1.02	3.01	2792.93	3.45
26146	moralització	0.94	1.55	430	12	0	2.50	0.03	1.40	83.19	1.93
26147	moralitzador	0.95	1.63	400	12	0	2.45	0.03	1.40	71.31	1.86
26148	moralitzant	0.98	1.89	407	11	0	2.35	0.04	1.63	130.73	2.12
26149	moralitzar	0.98	2.03	426	10	0	2.25	0.06	1.76	178.27	2.25
26150	moralment	1.00	2.44	434	9	0	2.25	1.59	3.20	4682.62	3.67
26151	morat	0.97	1.79	436	5	13	1.00	2.25	3.35	5300.63	3.72
26152	moratori	0.91	1.34	408	8	0	2.25	0.00	0.56	11.89	1.11
26153	moravià	0.52	0.05	424	7	0	2.70	0.01	0.86	23.77	1.39
26154	mòrbid	0.99	2.09	441	6	0	2.15	0.07	1.83	166.39	2.22
26155	morbidesa	0.93	1.43	427	9	0	2.90	0.02	1.33	71.31	1.86
26156	morbiditat	0.83	0.94	419	10	1	3.00	0.02	1.33	71.31	1.86
26157	morbós	0.99	2.06	409	6	2	1.85	0.67	2.83	2067.96	3.32
26158	morbosament	0.94	1.55	408	11	0	2.75	0.01	0.86	23.77	1.39
26159	morbositat	1.00	2.34	432	10	0	2.60	0.11	2.03	309.01	2.49
26160	morca	0.16	-0.99	430	5	14	1.10	0.02	1.33	47.54	1.69
26161	morcar	0.15	-1.00	389	6	6	1.55	0.01	0.86	11.89	1.11
26162	mordaç	0.96	1.68	431	6	0	2.00	0.24	2.38	748.74	2.88
26163	mordacitat	0.91	1.33	401	10	0	2.75	0.04	1.60	130.73	2.12
26164	mordala	0.16	-1.00	393	7	0	2.00	0.01	1.16	35.65	1.56
26165	mordassa	1.00	2.58	407	8	0	2.35	0.43	2.64	1093.40	3.04
26166	mordent	0.62	0.29	406	7	0	1.85	0.06	1.79	106.96	2.03
26167	mordicant	0.17	-0.94	410	9	0	2.85	0.00	0.56	11.89	1.11
26168	morè	0.81	0.86	385	4	11	1.40	0.98	2.99	2448.27	3.39
26169	morell	0.81	0.87	423	6	4	1.45	0.57	2.76	1022.09	3.01
26170	morella	0.86	1.05	440	7	6	1.60	0.49	2.69	998.32	3.00
26171	morellà	0.57	0.18	415	7	3	1.75	0.00	0.56	11.89	1.11
26172	morena	0.99	2.11	401	6	12	1.25	5.53	3.74	12146.28	4.08
26173	morenc	0.65	0.39	402	6	5	1.60	0.00	0.56	11.89	1.11
26174	moreno	0.84	0.97	402	6	4	1.60	8.70	3.94	18956.28	4.28
26175	morenor	0.94	1.52	414	7	2	1.80	0.07	1.81	190.16	2.28
26176	morenot	0.94	1.54	416	7	3	1.75	0.01	1.03	35.65	1.56
26177	morent	0.33	-0.43	416	6	9	1.25	0.01	1.03	35.65	1.56
26178	morer	0.74	0.64	442	5	15	1.15	0.01	1.03	35.65	1.56
26179	morera	1.00	2.34	423	6	9	1.35	0.99	3.00	2222.46	3.35
26180	moreria	0.78	0.77	419	7	3	1.80	0.03	1.46	95.08	1.98
26181	moresc	0.88	1.17	419	6	3	1.70	0.26	2.42	511.05	2.71
26182	morescar	0.35	-0.39	405	8	0	2.30	0.01	0.86	11.89	1.11
26183	moret	0.65	0.38	412	5	14	1.00	0.17	2.24	415.97	2.62
26184	moreu	0.44	-0.14	412	5	11	1.20	0.15	2.18	297.12	2.47
26185	morf	0.50	0.00	423	4	12	1.20	0.01	0.86	11.89	1.11
26186	morfea	0.45	-0.12	429	6	1	1.90	0.00	0.56	11.89	1.11
26187	morfema	0.89	1.20	422	7	0	2.05	0.07	1.83	59.42	1.78
26188	mòrfic	0.84	0.98	429	6	0	1.85	0.06	1.76	118.85	2.08
26189	morfina	0.99	2.25	411	7	0	1.95	1.64	3.21	3494.14	3.54
26190	morfinisme	0.55	0.12	405	10	0	3.45	0.00	0.56	11.89	1.11
26191	morfinòman	0.70	0.51	424	10	0	3.95	0.01	1.03	35.65	1.56
26192	morfinomania	0.58	0.21	426	12	0	4.55	0.00	0.56	11.89	1.11
26193	morfogènesi	0.91	1.30	462	11	0	3.75	0.01	0.86	23.77	1.39
26194	morfologia	1.00	2.34	433	10	0	2.75	0.85	2.93	2305.65	3.36
26195	morfològic	1.00	2.34	430	10	0	2.85	0.05	1.67	118.85	2.08
26196	morfometria	0.84	0.98	402	11	0	3.55	0.01	0.86	23.77	1.39
26197	morfosintaxi	0.98	1.91	433	12	0	4.95	0.01	0.86	23.77	1.39
26198	morganàtic	0.29	-0.54	416	10	0	3.90	0.00	0.56	11.89	1.11
26199	moribund	0.98	2.01	400	8	0	2.70	1.03	3.01	3018.74	3.48
26200	moridor	0.45	-0.13	384	7	0	1.95	0.01	1.16	47.54	1.69
26201	morir	1.00	2.58	438	5	8	1.40	155.34	5.19	248095.46	5.40
26202	morisc	0.92	1.38	406	6	2	1.75	0.08	1.90	225.81	2.36
26203	moriscassa	0.45	-0.13	408	10	0	3.55	0.00	0.56	11.89	1.11
26204	morisma	0.33	-0.44	408	7	1	1.95	0.01	0.86	23.77	1.39
26205	morlà	0.44	-0.16	422	5	1	1.90	0.06	1.79	71.31	1.86
26206	morma	0.25	-0.66	396	5	11	1.30	0.04	1.56	95.08	1.98
26207	mormó	0.95	1.61	408	5	5	1.65	0.31	2.49	570.47	2.76
26208	mormol	0.26	-0.63	425	6	2	1.75	0.01	1.16	47.54	1.69
26209	mormolar	0.68	0.46	432	8	1	2.30	0.02	1.33	71.31	1.86
26210	mormoleig	0.59	0.24	427	9	0	3.15	0.00	0.56	11.89	1.11
26211	mormonisme	0.77	0.72	415	10	0	3.15	0.04	1.56	47.54	1.69
26212	mornell	0.27	-0.59	426	7	3	1.75	0.01	1.03	35.65	1.56
26213	moro	0.95	1.64	432	4	26	1.00	42.48	4.63	81434.74	4.91
26214	morós	0.97	1.86	413	5	9	1.30	0.42	2.62	748.74	2.88
26215	morosament	0.83	0.94	421	10	0	2.15	0.00	0.56	11.89	1.11
26216	morositat	0.98	2.02	420	9	1	2.10	1.02	3.01	2222.46	3.35
26217	morra	0.54	0.11	422	5	18	1.00	0.10	2.00	213.93	2.33
26218	morrada	0.79	0.79	432	7	8	1.50	0.03	1.46	83.19	1.93
26219	morral	0.86	1.06	426	6	4	1.65	0.54	2.73	891.36	2.95
26220	morralet	0.72	0.57	423	8	1	2.10	0.03	1.46	83.19	1.93
26221	morralla	0.95	1.57	428	8	1	1.95	0.32	2.50	748.74	2.88
26222	morralles	0.87	1.13	413	9	1	2.25	0.03	1.51	35.65	1.56
26223	morratxa	0.47	-0.06	398	8	2	2.30	0.01	0.86	23.77	1.39
26224	morrejar	0.93	1.42	419	8	3	1.70	0.79	2.90	2067.96	3.32
26225	morrena	0.48	-0.04	442	7	2	1.85	0.04	1.56	71.31	1.86
26226	morrió	0.97	1.81	392	6	1	1.90	0.54	2.73	1390.52	3.14
26227	morritort	0.37	-0.32	430	9	0	3.20	0.03	1.40	47.54	1.69
26228	morro	0.97	1.84	430	5	15	1.05	12.10	4.08	29165.33	4.47
26229	morró	0.74	0.65	399	5	9	1.45	0.03	1.40	47.54	1.69
26230	morrot	0.70	0.51	420	6	3	1.75	0.13	2.11	309.01	2.49
26231	morrut	0.98	2.01	408	6	4	1.75	0.43	2.63	570.47	2.76
26232	morsa	0.94	1.53	409	5	11	1.20	1.37	3.14	1865.92	3.27
26233	mort	1.00	2.58	399	4	21	1.00	335.89	5.53	344814.06	5.54
26234	mortadel·la	0.96	1.69	420	11	1	3.15	1.30	3.12	2388.85	3.38
26235	mortal	1.00	2.58	443	6	5	1.60	18.69	4.27	44235.27	4.65
26236	mortaldat	0.85	1.03	406	9	0	2.70	0.53	2.72	1509.37	3.18
26237	mortalitat	0.99	2.26	432	10	0	2.15	3.22	3.51	7796.44	3.89
26238	mortalla	0.83	0.93	421	8	2	1.80	0.25	2.40	689.32	2.84
26239	mortalment	0.99	2.12	411	10	0	2.45	0.54	2.73	1687.64	3.23
26240	morter	0.99	2.18	419	6	5	1.60	4.17	3.62	8759.11	3.94
26241	morterada	0.96	1.66	436	9	1	2.40	0.64	2.81	2008.53	3.30
26242	morteret	0.89	1.20	406	8	0	2.40	0.03	1.40	59.42	1.78
26243	morterol	0.56	0.15	422	8	1	2.65	0.01	1.16	11.89	1.11
26244	mortífer	1.00	2.34	425	8	0	2.55	1.26	3.10	3719.95	3.57
26245	mortificació	0.99	2.26	422	12	1	2.55	0.04	1.56	118.85	2.08
26246	mortificador	0.97	1.80	419	12	0	2.40	0.00	0.56	11.89	1.11
26247	mortificant	0.98	1.92	445	11	1	2.10	0.08	1.88	225.81	2.36
26248	mortificar	0.99	2.27	443	10	2	1.75	0.24	2.39	736.86	2.87
26249	mortificat	0.99	2.26	427	10	2	1.80	0.06	1.76	190.16	2.28
26250	mortuori	0.95	1.63	404	8	0	2.50	0.09	1.94	249.58	2.40
26251	morú	0.61	0.28	437	4	11	1.40	0.03	1.40	71.31	1.86
26252	mòrula	0.36	-0.35	407	6	0	2.00	0.00	0.56	11.89	1.11
26253	mos	0.94	1.54	404	3	30	1.00	23.77	4.38	30472.66	4.48
26254	mosaic	0.98	1.94	415	6	0	2.05	4.15	3.62	9959.47	4.00
26255	mosaïcista	0.73	0.62	424	10	0	3.70	0.01	1.16	47.54	1.69
26256	mosca	1.00	2.43	404	5	10	1.30	14.21	4.15	28143.24	4.45
26257	moscalló	0.48	-0.06	420	8	0	2.90	0.02	1.33	35.65	1.56
26258	moscard	0.42	-0.21	411	7	0	1.90	0.02	1.33	47.54	1.69
26259	moscarda	0.81	0.88	415	8	1	2.10	0.01	0.86	23.77	1.39
26260	moscat	0.82	0.89	460	6	4	1.60	0.08	1.90	202.04	2.31
26261	moscatell	1.00	2.34	419	9	0	2.85	1.37	3.14	2650.31	3.42
26262	moscovita	0.91	1.30	419	9	0	3.55	0.17	2.22	463.51	2.67
26263	mosquejar	0.94	1.52	400	9	2	1.70	0.07	1.86	237.70	2.38
26264	mosquejat	0.94	1.53	406	9	1	1.75	0.05	1.73	178.27	2.25
26265	mosquer	0.76	0.69	422	7	4	1.70	0.00	0.56	11.89	1.11
26266	mosquera	0.81	0.85	433	8	3	1.75	0.12	2.07	273.35	2.44
26267	mosquet	0.76	0.70	427	7	6	1.45	0.24	2.38	546.70	2.74
26268	mosqueta	0.98	1.95	437	8	8	1.45	1.11	3.05	3078.17	3.49
26269	mosqueter	0.98	1.90	416	9	2	1.85	0.45	2.66	534.82	2.73
26270	mosquetó	1.00	2.44	425	8	2	1.85	0.42	2.63	1069.63	3.03
26271	mosquit	1.00	2.45	445	7	2	1.80	5.87	3.77	11397.54	4.06
26272	mosquitam	0.73	0.62	390	9	0	2.65	0.00	0.56	11.89	1.11
26273	mosquiter	0.94	1.54	417	9	1	2.20	0.09	1.95	261.47	2.42
26274	mosquitera	1.00	2.34	418	10	1	2.60	0.61	2.78	1319.21	3.12
26275	mossa	0.97	1.88	431	5	16	1.10	2.52	3.40	6310.84	3.80
26276	mossada	0.67	0.43	414	7	4	1.75	0.02	1.33	71.31	1.86
26277	mossàrab	0.89	1.23	408	8	0	2.95	0.06	1.76	142.62	2.16
26278	mossardàs	0.29	-0.54	437	9	0	2.95	0.02	1.33	23.77	1.39
26279	mossardó	0.35	-0.38	418	8	1	2.70	0.01	1.16	11.89	1.11
26280	mossec	0.85	1.02	423	6	4	1.75	0.10	2.00	213.93	2.33
26281	mossega	0.99	2.33	398	7	3	1.70	6.93	3.84	17874.76	4.25
26282	mossegada	1.00	2.44	418	9	1	1.95	8.35	3.92	16733.82	4.22
26283	mossegador	0.98	1.95	433	10	0	2.50	0.08	1.88	190.16	2.28
26284	mossegaire	0.79	0.81	412	10	0	2.65	0.02	1.33	47.54	1.69
26285	mossegar	1.00	2.34	421	8	2	1.75	9.06	3.96	21666.01	4.34
26286	mossegós	0.65	0.37	422	8	0	2.10	0.00	0.56	11.89	1.11
26287	mossèn	0.99	2.08	431	6	2	1.90	14.18	4.15	15081.83	4.18
26288	mossènyer	0.22	-0.77	420	9	0	3.80	0.01	1.16	11.89	1.11
26289	mosso	1.00	2.44	415	5	8	1.45	5.03	3.70	9103.77	3.96
26290	most	0.84	1.00	423	4	12	1.15	2.13	3.33	4028.95	3.61
26291	mosta	0.40	-0.24	415	5	12	1.10	0.01	1.16	47.54	1.69
26292	mostalla	0.28	-0.57	420	8	2	2.15	0.02	1.25	23.77	1.39
26293	mostassa	0.99	2.25	416	8	1	2.15	6.32	3.80	11278.69	4.05
26294	mostassà	0.34	-0.40	435	8	1	2.80	0.01	0.86	23.77	1.39
26295	mostassaf	0.08	-1.36	414	9	0	2.90	0.00	0.56	11.89	1.11
26296	mostatxo	0.94	1.51	412	8	1	2.65	0.19	2.27	522.93	2.72
26297	mostatxut	0.75	0.68	411	9	0	3.30	0.07	1.81	118.85	2.08
26298	mostel	0.29	-0.54	402	6	2	1.70	0.03	1.40	35.65	1.56
26299	mostela	0.82	0.92	408	7	4	1.75	2.56	3.41	2044.19	3.31
26300	mostra	1.00	2.44	423	6	9	1.20	53.97	4.73	119050.17	5.08
26301	mostrador	0.94	1.54	420	9	0	2.45	0.71	2.85	2091.73	3.32
26302	mostral	0.43	-0.18	412	7	5	1.65	0.01	0.86	23.77	1.39
26303	mostrar	0.99	2.26	434	7	3	1.60	24.21	4.38	64380.03	4.81
26304	mostrari	0.94	1.52	432	8	2	1.75	0.60	2.78	1782.72	3.25
26305	mostratge	0.94	1.49	412	9	1	2.45	0.05	1.67	106.96	2.03
26306	mostreig	0.96	1.67	442	8	0	2.30	0.21	2.33	570.47	2.76
26307	mostrejador	0.79	0.79	414	11	0	2.70	0.06	1.79	106.96	2.03
26308	mostrejat	0.87	1.09	424	9	1	2.10	0.02	1.25	59.42	1.78
26309	mot	0.99	2.17	396	3	27	1.00	6.31	3.80	15093.71	4.18
26310	mota	0.71	0.55	420	4	36	1.00	0.87	2.94	1497.49	3.18
26311	motacíl·lids	0.26	-0.65	445	12	0	5.30	0.00	0.56	11.89	1.11
26312	motejar	0.78	0.75	400	7	4	1.80	0.02	1.25	23.77	1.39
26313	motel	0.89	1.21	423	5	8	1.50	3.11	3.49	5502.67	3.74
26314	motet	0.65	0.39	427	5	10	1.40	0.05	1.70	95.08	1.98
26315	motí	0.98	2.01	402	4	12	1.35	1.40	3.15	2983.09	3.48
26316	motilitat	0.58	0.19	421	9	1	2.15	0.03	1.46	83.19	1.93
26317	motiu	1.00	2.44	417	5	3	1.65	63.18	4.80	152089.94	5.18
26318	motivació	1.00	2.44	415	9	0	2.65	5.79	3.76	15141.25	4.18
26319	motivar	0.99	2.25	414	7	1	1.75	3.31	3.52	9472.20	3.98
26320	motle	0.25	-0.65	409	5	4	1.65	0.01	1.03	23.77	1.39
26321	motlle	0.99	2.06	407	6	2	1.80	4.70	3.67	9210.73	3.96
26322	motllo	0.93	1.47	405	6	2	1.80	3.44	3.54	7095.23	3.85
26323	motllura	0.93	1.48	397	8	0	2.75	0.09	1.97	261.47	2.42
26324	motllurar	0.64	0.34	411	9	0	3.25	0.01	0.86	23.77	1.39
26325	motlo	0.19	-0.88	421	5	4	1.65	0.00	0.56	11.89	1.11
26326	moto	0.99	2.12	415	4	25	1.00	38.72	4.59	59792.49	4.78
26327	motobomba	0.62	0.30	392	9	0	3.75	0.03	1.40	83.19	1.93
26328	motocicleta	0.99	2.07	418	11	0	4.05	0.63	2.80	1640.10	3.22
26329	motociclisme	0.99	2.26	427	12	0	3.80	1.82	3.26	4694.50	3.67
26330	motociclista	0.98	2.05	395	12	0	3.80	0.09	1.97	273.35	2.44
26331	motocròs	0.97	1.76	433	8	0	2.85	0.44	2.65	1069.63	3.03
26332	motocultor	0.93	1.44	424	10	0	3.45	0.02	1.25	59.42	1.78
26333	motonau	0.59	0.21	413	7	1	2.60	0.01	1.03	23.77	1.39
26334	motor	1.00	2.58	433	5	5	1.60	41.52	4.62	75076.36	4.88
26335	motorisme	0.88	1.15	427	9	0	2.75	0.00	0.56	11.89	1.11
26336	motorista	0.99	2.24	400	9	0	2.65	1.81	3.26	3601.10	3.56
26337	motorització	0.99	2.26	429	12	0	2.70	0.04	1.63	142.62	2.16
26338	motoritzar	0.99	2.18	406	10	1	2.20	0.04	1.63	130.73	2.12
26339	motoveler	0.60	0.25	432	9	0	3.75	0.03	1.51	83.19	1.93
26340	motricitat	0.99	2.28	468	10	0	2.95	0.19	2.29	606.13	2.78
26341	motriu	0.99	2.08	429	6	2	1.75	0.52	2.71	1545.03	3.19
26342	motxilla	1.00	2.58	421	8	0	2.65	12.15	4.09	25385.96	4.41
26343	motxo	0.83	0.96	392	5	5	1.65	0.15	2.17	332.78	2.52
26344	moure	1.00	2.44	411	5	7	1.50	58.31	4.77	141025.18	5.15
26345	mousse	0.64	0.34	404	6	1	1.90	2.52	3.40	3624.87	3.56
26346	movedís	0.87	1.09	431	7	0	2.80	0.03	1.51	106.96	2.03
26347	movent	0.97	1.76	408	6	5	1.70	7.62	3.88	22497.95	4.35
26348	movible	0.86	1.06	418	7	0	2.45	0.04	1.60	130.73	2.12
26349	moviment	1.00	2.45	452	8	0	2.45	69.20	4.84	132931.63	5.12
26350	moviola	0.70	0.53	381	7	0	2.10	0.21	2.33	511.05	2.71
26351	mucílag	0.37	-0.33	397	7	0	3.00	0.03	1.46	83.19	1.93
26352	mucilaginós	0.41	-0.21	432	11	0	4.70	0.01	1.03	11.89	1.11
26353	mucina	0.21	-0.78	438	6	1	1.95	0.04	1.60	71.31	1.86
26354	múcor	0.16	-0.99	413	5	0	2.00	0.00	0.56	11.89	1.11
26355	mucós	0.91	1.29	415	5	3	1.85	0.04	1.60	118.85	2.08
26356	mucositat	0.99	2.11	393	9	1	2.55	0.71	2.85	1806.49	3.26
26357	mucus	0.52	0.06	412	5	3	1.80	0.08	1.92	166.39	2.22
26358	muda	0.99	2.25	418	4	18	1.00	3.82	3.58	9472.20	3.98
26359	mudable	0.84	0.99	422	7	1	2.60	0.02	1.25	59.42	1.78
26360	mudada	0.94	1.55	413	6	4	1.80	0.55	2.74	1711.41	3.23
26361	mudament	0.81	0.85	426	8	0	1.95	0.00	0.56	11.89	1.11
26362	mudança	0.97	1.84	427	7	0	2.60	1.39	3.14	3125.71	3.50
26363	mudar	0.99	2.09	443	5	6	1.55	2.69	3.43	8022.25	3.90
26364	mudat	0.99	2.12	409	5	6	1.55	2.10	3.32	6287.07	3.80
26365	mudèjar	0.73	0.59	409	7	0	2.85	0.14	2.15	273.35	2.44
26366	mudesa	0.89	1.22	400	6	1	1.90	0.01	1.03	35.65	1.56
26367	muetzí	0.31	-0.49	403	6	0	2.80	0.41	2.62	974.56	2.99
26368	mufla	0.32	-0.46	418	5	6	1.65	0.03	1.51	71.31	1.86
26369	mufló	0.63	0.33	396	5	1	1.95	0.31	2.50	546.70	2.74
26370	muftí	0.25	-0.66	422	5	0	1.95	0.32	2.50	285.24	2.46
26371	mugic	0.21	-0.78	396	5	7	1.60	0.00	0.56	11.89	1.11
26372	mugílids	0.31	-0.49	418	8	0	3.10	0.01	1.16	47.54	1.69
26373	mugir	0.85	1.02	420	5	7	1.60	0.09	1.97	309.01	2.49
26374	mugit	0.74	0.64	443	5	6	1.60	0.28	2.44	629.90	2.80
26375	mugró	0.99	2.15	455	5	0	1.95	1.21	3.08	2745.39	3.44
26376	mugronera	0.91	1.30	400	9	0	2.95	0.01	1.03	23.77	1.39
26377	muguet	0.64	0.36	397	6	1	1.95	0.08	1.92	202.04	2.31
26378	mujada	0.16	-1.00	431	6	4	1.80	0.01	1.03	35.65	1.56
26379	mujol	0.35	-0.38	405	5	4	1.80	0.01	0.86	11.89	1.11
26380	mújol	0.43	-0.18	397	5	1	1.90	0.04	1.60	130.73	2.12
26381	mul	0.58	0.20	434	3	18	1.00	0.16	2.20	368.43	2.57
26382	mul·là	0.53	0.07	388	6	0	1.90	0.30	2.47	380.31	2.58
26383	mula	0.96	1.74	416	4	20	1.00	4.29	3.63	9864.39	3.99
26384	muladí	0.43	-0.18	426	6	0	2.00	0.01	1.03	23.77	1.39
26385	mular	0.59	0.22	402	5	11	1.15	0.19	2.27	499.16	2.70
26386	mulassa	0.74	0.64	423	7	3	2.05	0.20	2.30	297.12	2.47
26387	mulat	0.76	0.70	405	5	10	1.10	0.08	1.92	213.93	2.33
26388	mulater	0.62	0.31	448	7	1	1.90	0.00	0.56	11.89	1.11
26389	mulato	0.65	0.39	422	6	2	1.75	0.13	2.10	320.89	2.51
26390	mulenc	0.55	0.14	422	6	0	2.00	0.02	1.33	23.77	1.39
26391	muler	0.57	0.18	408	5	9	1.45	0.01	1.03	23.77	1.39
26392	muleta	0.65	0.37	404	6	4	1.70	0.35	2.54	522.93	2.72
26393	mulla	0.91	1.34	440	5	19	1.00	2.35	3.37	6477.22	3.81
26394	mullada	0.98	2.00	386	7	6	1.65	1.86	3.27	5490.78	3.74
26395	mullader	0.93	1.43	406	8	1	2.10	0.74	2.87	2139.27	3.33
26396	mulladiu	0.52	0.06	408	8	0	2.75	0.01	1.03	11.89	1.11
26397	mullant	0.95	1.56	420	7	2	1.85	0.81	2.91	2448.27	3.39
26398	mullar	1.00	2.58	431	6	8	1.35	6.30	3.80	17625.18	4.25
26399	mullena	0.71	0.54	422	7	1	1.90	0.26	2.41	701.20	2.85
26400	muller	0.98	1.96	398	6	12	1.20	4.45	3.65	10066.44	4.00
26401	mullinet	0.17	-0.93	426	8	0	2.75	0.02	1.33	35.65	1.56
26402	multa	0.97	1.84	395	5	10	1.15	12.10	4.08	25683.08	4.41
26403	multar	0.97	1.84	425	6	5	1.50	1.33	3.12	3779.37	3.58
26404	multibuc	0.19	-0.88	411	8	0	3.35	0.04	1.63	106.96	2.03
26405	multicanal	0.94	1.55	430	10	0	3.40	0.03	1.46	95.08	1.98
26406	multicine	0.89	1.23	407	9	0	3.25	0.04	1.60	118.85	2.08
26407	multicolor	0.99	2.17	401	10	0	3.55	0.69	2.84	2044.19	3.31
26408	multicopista	0.86	1.05	440	12	0	4.60	0.02	1.25	47.54	1.69
26409	multiflor	0.85	1.01	430	9	0	3.35	0.00	0.56	11.89	1.11
26410	multiforme	0.96	1.66	412	10	0	3.25	0.04	1.56	118.85	2.08
26411	multilateral	0.99	2.14	447	12	0	4.05	0.09	1.97	202.04	2.31
26412	multilingüe	0.97	1.82	441	11	0	4.05	0.11	2.05	297.12	2.47
26413	multilocular	0.52	0.05	411	12	0	4.30	0.00	0.56	11.89	1.11
26414	multimèdia	0.98	2.00	392	10	0	3.85	1.05	3.02	3018.74	3.48
26415	multipartit	0.95	1.57	430	11	0	3.65	0.01	1.16	35.65	1.56
26416	múltiple	1.00	2.44	411	8	0	3.20	2.90	3.46	6429.68	3.81
26417	múltiplex	0.68	0.47	413	9	2	3.40	0.20	2.30	249.58	2.40
26418	multiplicar	1.00	2.58	423	11	1	1.95	4.04	3.61	11694.66	4.07
26419	multipolar	0.87	1.10	417	10	0	3.20	0.09	1.95	213.93	2.33
26420	multiracial	0.98	1.90	421	11	0	3.65	0.12	2.09	344.66	2.54
26421	multisecular	0.84	0.96	427	12	0	4.25	0.01	1.03	35.65	1.56
26422	multitud	0.96	1.68	428	8	0	2.80	9.72	3.99	25992.09	4.42
26423	mundà	0.96	1.66	428	5	6	1.60	0.23	2.37	701.20	2.85
26424	mundanal	0.71	0.54	414	8	0	2.45	0.01	1.16	35.65	1.56
26425	mundanament	0.87	1.12	433	11	0	3.55	0.00	0.56	11.89	1.11
26426	mundanitat	0.78	0.76	418	10	0	3.15	0.03	1.46	95.08	1.98
26427	mundial	0.98	2.05	397	7	0	2.40	91.85	4.96	147217.17	5.17
26428	mundialment	0.99	2.12	415	11	0	3.30	2.04	3.31	6001.83	3.78
26429	mundícia	0.81	0.86	440	8	0	2.85	0.02	1.33	23.77	1.39
26430	mundificar	0.40	-0.26	423	10	0	2.90	0.01	1.03	23.77	1.39
26431	mundina	0.31	-0.48	434	7	1	1.95	0.01	0.86	23.77	1.39
26432	munició	0.99	2.27	454	7	1	2.20	3.67	3.56	8604.60	3.94
26433	municionar	0.61	0.28	411	10	0	2.65	0.00	0.56	11.89	1.11
26434	municipal	1.00	2.58	424	9	0	3.20	14.27	4.15	32861.51	4.52
26435	municipi	1.00	2.58	443	8	0	3.10	11.37	4.06	22450.41	4.35
26436	munífic	0.19	-0.88	400	7	0	2.75	0.04	1.56	23.77	1.39
26437	munificència	0.35	-0.37	418	12	0	4.20	0.00	0.56	11.89	1.11
26438	munificent	0.23	-0.74	419	10	0	3.30	0.02	1.33	23.77	1.39
26439	munió	0.88	1.14	414	5	5	1.65	2.06	3.31	6215.76	3.79
26440	muniquès	0.41	-0.23	427	8	0	2.80	0.01	0.86	23.77	1.39
26441	munir	0.50	0.00	448	5	6	1.45	2.49	3.40	2412.62	3.38
26442	munt	0.98	2.03	435	4	9	1.05	68.51	4.84	167124.23	5.22
26443	munta	0.84	1.00	424	5	14	1.00	5.42	3.73	15699.84	4.20
26444	muntà	0.73	0.61	423	5	9	1.45	0.05	1.70	154.50	2.19
26445	muntada	0.95	1.64	410	7	4	1.70	4.18	3.62	10363.56	4.02
26446	muntador	0.97	1.82	435	8	0	1.80	0.68	2.83	1378.64	3.14
26447	muntaner	0.88	1.14	433	8	1	1.85	1.88	3.28	3624.87	3.56
26448	muntant	0.96	1.71	409	7	2	1.70	5.52	3.74	16187.11	4.21
26449	muntanya	0.99	2.11	403	8	2	1.70	99.18	5.00	140811.26	5.15
26450	muntanyà	0.84	0.99	415	8	2	2.00	0.12	2.07	202.04	2.31
26451	muntanyenc	1.00	2.34	416	10	0	2.40	0.62	2.79	1758.95	3.25
26452	muntanyès	0.90	1.28	426	9	3	2.05	0.15	2.19	392.20	2.60
